Tanggal;Produk;Qty Laku;Keterangan
13/11/2024;Kerupuk Palembang Pak Eko;70;1
13/11/2024;Krim Coklat Vanilla II Sari Roti;1;1
13/11/2024;Manisan Mangga Pak Edi;20;1
13/11/2024;Martabak Bu Mud;5;1
13/11/2024;Mentai Mbak Nasya12;9;1
13/11/2024;Nasi Nugget Pak Poso;14;1
13/11/2024;Pentol Bu Silvya;20;1
13/11/2024;Pisang Coklat Bu Mud;10;1
13/11/2024;Puding Mas Rian;33;1
13/11/2024;Risol Bu Poetoe;24;1
13/11/2024;Risol Rogout Bu Mud;5;1
13/11/2024;Roti Bakar Bu Yuni;6;1
13/11/2024;Salad Buah Bu Mud;4;1
13/11/2024;Sand Bluberry II Sari Roti;1;1
13/11/2024;Sand CKT II Sari Roti;10;1
13/11/2024;Sand Kacang II Sari Roti;1;1
13/11/2024;Sand Keju II Sari Roti;1;1
13/11/2024;Sand Mgr Klsk II Sari Roti;1;1
13/11/2024;Sand Srky Mdn II Sari Roti;1;1
13/11/2024;Sosis Bu Win;14;1
13/11/2024;Spicy Roll Mbak Keyla;26;1
13/11/2024;Steam Boot Mbak Cece;10;1
13/11/2024;Tahu Mercon Bu Mud;42;1
13/11/2024;Zuper Krim Ckt Sari Roti;2;1
13/11/2024;Zuper Krim Keju Sari Roti;1;1
13/11/2024;Zuper Krim Moka Sari Roti;2;1
15/11/2024;Martabak Bu Mud;7;0
15/11/2024;Mentai Mbak Nasya12;9;0
15/11/2024;Nasi Nugget Pak Poso;13;0
15/11/2024;Pentol Bu Silvya;11;0
15/11/2024;Pisang Coklat Bu Mud;7;0
15/11/2024;Puding Mas Rian;39;0
15/11/2024;Risol Rogout Bu Mud;5;0
15/11/2024;Roti Bakar Bu Yuni;6;0
15/11/2024;Spicy Roll Mbak Keyla;31;0
15/11/2024;Tahu Mercon Bu Mud;30;0
18/11/2024;Mentai Mbak Nasya12;6;1
18/11/2024;Nasi Nugget Pak Poso;15;1
18/11/2024;Pentol Bu Silvya;14;1
18/11/2024;Pisang Coklat Bu Mud;9;1
18/11/2024;Pisang Gembung Mbak Sabil;16;1
18/11/2024;Pisang Keju Mas Rian;30;1
18/11/2024;Risol Bu Poetoe;21;1
18/11/2024;Risol Rogout Bu Mud;3;1
18/11/2024;Roti Bakar Bu Yuni;6;1
18/11/2024;Spicy Roll Mbak Keyla;32;1
18/11/2024;Steam Boot Mbak Cece;6;1
18/11/2024;Tahu Mercon Bu Mud;45;1
18/11/2024;Tempura Bu Poetoe;22;1
19/11/2024;All Variant Roti Coklat Bu Irene;3;1
19/11/2024;All Variant Roti Sosis Bu Irene;15;1
19/11/2024;Basreng Pak Eko;60;1
19/11/2024;Kentang Goreng Ori Bu Poetoe;20;1
19/11/2024;Kerupuk Iteng Pak Eko;40;1
19/11/2024;Kerupuk Kaca Pak Eko;100;1
19/11/2024;Martabak Bu Mud;5;1
19/11/2024;Mentai Mbak Nasya12;7;1
19/11/2024;Nasi Nugget Pak Poso;11;1
19/11/2024;Pentol Bu Silvya;13;1
19/11/2024;Pisang Coklat Bu Mud;10;1
19/11/2024;Pisang Gembung Mbak Sabil;20;1
19/11/2024;Puding Mas Rian;33;1
19/11/2024;Risol Bu Poetoe;31;1
19/11/2024;Risol Rogout Bu Mud;3;1
19/11/2024;Roti Bakar Bu Yuni;4;1
19/11/2024;Spicy Roll Mbak Keyla;27;1
19/11/2024;Tahu Mercon Bu Mud;42;1
20/11/2024;All Variant Roti Coklat Bu Irene;3;0
20/11/2024;All Variant Roti Sosis Bu Irene;12;0
20/11/2024;Basreng Pak Eko;100;0
20/11/2024;Kentang Goreng Ori Bu Poetoe;20;0
20/11/2024;Kerupuk Iteng Pak Eko;100;0
20/11/2024;Kerupuk Kaca Pak Eko;160;0
20/11/2024;Kerupuk Usus Bu Indah;25;0
20/11/2024;Krim Coklat Vanilla II Sari Roti;2;0
20/11/2024;Manisan Mangga Pak Edi;10;0
20/11/2024;Martabak Bu Mud;6;0
20/11/2024;Mentai Mbak Nasya12;5;0
20/11/2024;Nasi Nugget Pak Poso;17;0
20/11/2024;Pentol Bu Silvya;11;0
20/11/2024;Pisang Coklat Bu Mud;10;0
20/11/2024;Pisang Gembung Mbak Sabil;22;0
20/11/2024;Puding Mas Rian;29;0
20/11/2024;Risol Bu Poetoe;21;0
20/11/2024;Roti Bakar Bu Yuni;6;0
20/11/2024;Sand Bluberry II Sari Roti;1;0
20/11/2024;Sand CKT II Sari Roti;15;0
20/11/2024;Sand Kacang II Sari Roti;1;0
20/11/2024;Sand Keju II Sari Roti;1;0
20/11/2024;Sand Mgr Klsk II Sari Roti;2;0
20/11/2024;Sand Srky Mdn II Sari Roti;1;0
20/11/2024;Sandzup Ckl Sari Roti;4;0
20/11/2024;Sosis Bu Win;17;0
20/11/2024;Spicy Roll Mbak Keyla;29;0
20/11/2024;Spiral Bu Indah;25;0
20/11/2024;Steam Boot Mbak Cece;13;0
20/11/2024;Tahu Mercon Bu Mud;36;0
20/11/2024;Zuper Krim Ckt Sari Roti;2;0
20/11/2024;Zuper Krim Moka Sari Roti;2;0
21/11/2024;All Variant Roti Coklat Bu Irene;2;0
21/11/2024;All Variant Roti Sosis Bu Irene;8;0
21/11/2024;Basreng Pak Eko;40;0
21/11/2024;Kentang Goreng Ori Bu Poetoe;21;0
21/11/2024;Kerupuk Kaca Pak Eko;150;0
21/11/2024;Kerupuk Palembang Pak Eko;50;0
21/11/2024;Manisan Mangga Pak Edi;10;0
21/11/2024;Martabak Bu Mud;5;0
21/11/2024;Mentai Mbak Nasya12;8;0
21/11/2024;Nasi Nugget Pak Poso;17;0
21/11/2024;Pentol Bu Silvya;13;0
21/11/2024;Pisang Coklat Bu Mud;9;0
21/11/2024;Pisang Gembung Mbak Sabil;17;0
21/11/2024;Puding Mas Rian;30;0
21/11/2024;Risol Bu Poetoe;18;0
21/11/2024;Risol Rogout Bu Mud;5;0
21/11/2024;Roti Bakar Bu Yuni;4;0
21/11/2024;Sand CKT II Sari Roti;5;0
21/11/2024;Sandzup Ckl Sari Roti;2;0
21/11/2024;Sosis Bu Win;24;0
21/11/2024;Spicy Roll Mbak Keyla;19;0
21/11/2024;Tahu Mercon Bu Mud;36;0
21/11/2024;Zuper Krim Ckt Sari Roti;3;0
22/11/2024;All Variant Roti Coklat Bu Irene;3;0
22/11/2024;All Variant Roti Sosis Bu Irene;11;0
22/11/2024;Kerupuk Palembang Pak Eko;40;0
22/11/2024;Manisan Mangga Pak Edi;10;0
22/11/2024;Martabak Bu Mud;5;0
22/11/2024;Mentai Mbak Nasya12;3;0
22/11/2024;Nasi Nugget Pak Poso;13;0
22/11/2024;Pentol Bu Silvya;9;0
22/11/2024;Pisang Coklat Bu Mud;9;0
22/11/2024;Pisang Gembung Mbak Sabil;16;0
22/11/2024;Puding Mas Rian;35;0
22/11/2024;Risol Bu Poetoe;15;0
22/11/2024;Risol Rogout Bu Mud;8;0
22/11/2024;Roti Bakar Bu Yuni;4;0
22/11/2024;Sosis Bu Win;15;0
22/11/2024;Tahu Mercon Bu Mud;35;0
22/11/2024;Tempura Bu Poetoe;17;0
26/11/2024;All Variant Roti Sosis Bu Irene;1;0
26/11/2024;Kacang Koro Besar Bu Indah;44;0
26/11/2024;Kentang Goreng Ori Bu Poetoe;10;0
26/11/2024;Kerupuk Kaca Pak Eko;100;0
26/11/2024;Martabak Bu Mud;4;0
26/11/2024;Nasi Nugget Pak Poso;4;0
26/11/2024;Pisang Coklat Bu Mud;4;0
26/11/2024;Pisang Gembung Mbak Sabil;5;0
26/11/2024;Puding Mas Rian;8;0
26/11/2024;Risol Bu Poetoe;9;0
26/11/2024;Singkong Madura Pak Ludfi;41;0
26/11/2024;Sosis Bu Win;10;0
26/11/2024;Spicy Roll Mbak Keyla;11;0
26/11/2024;Tahu Mercon Bu Mud;12;0
28/11/2024;Kerupuk Usus Bu Indah;60;0
28/11/2024;Krim Coklat Vanilla II Sari Roti;1;0
28/11/2024;Makaroni Besar Bu Indah;50;0
28/11/2024;Manisan Mangga Pak Edi;1;0
28/11/2024;Martabak Bu Mud;5;0
28/11/2024;Nasi Nugget Pak Poso;6;0
28/11/2024;Pisang Coklat Bu Mud;2;0
28/11/2024;Pisang Gembung Mbak Sabil;5;0
28/11/2024;Sand Bluberry II Sari Roti;1;0
28/11/2024;Sand CKT II Sari Roti;6;0
28/11/2024;Sand Kacang II Sari Roti;1;0
28/11/2024;Sand Keju II Sari Roti;1;0
28/11/2024;Sand Mgr Klsk II Sari Roti;3;0
28/11/2024;Sand Srky Mdn II Sari Roti;1;0
28/11/2024;Sandzup Ckl Sari Roti;4;0
28/11/2024;Sosis Bu Win;9;0
28/11/2024;Tahu Mercon Bu Mud;18;0
28/11/2024;Zuper Krim Ckt Sari Roti;6;0
28/11/2024;Zuper Krim Keju Sari Roti;1;0
28/11/2024;Zuper Krim Moka Sari Roti;1;0
29/11/2024;Basreng Pak Eko;50;0
29/11/2024;Kentang Goreng Ori Bu Poetoe;9;0
29/11/2024;Kerupuk Palembang Pak Eko;50;0
29/11/2024;Martabak Bu Mud;2;0
29/11/2024;Nasi Nugget Pak Poso;4;0
29/11/2024;Pisang Coklat Bu Mud;1;0
29/11/2024;Pisang Gembung Mbak Sabil;7;0
29/11/2024;Puding Mas Rian;9;0
29/11/2024;Risol Bu Poetoe;6;0
29/11/2024;Tahu Mercon Bu Mud;16;0
02/12/2024;Dryk Choco Kcng Sari Roti;2;0
02/12/2024;Krim Coklat Vanilla II Sari Roti;1;0
02/12/2024;Manisan Mangga Pak Edi;1;0
02/12/2024;Martabak Bu Mud;3;0
02/12/2024;Pisang Coklat Bu Mud;2;0
02/12/2024;Pisang Gembung Mbak Sabil;5;0
02/12/2024;Puding Mas Rian;5;0
02/12/2024;Risol Bu Poetoe;4;0
02/12/2024;Risol Rogout Bu Mud;2;0
02/12/2024;Sand CKT II Sari Roti;10;0
02/12/2024;Sosis Bu Win;8;0
02/12/2024;Spicy Roll Mbak Keyla;2;0
02/12/2024;Tahu Mercon Bu Mud;7;0
02/12/2024;Tempura Bu Poetoe;7;0
02/12/2024;Zuper Krim Ckt Sari Roti;1;0
02/12/2024;Zuper Krim Keju Sari Roti;1;0
02/12/2024;Zuper Krim Moka Sari Roti;2;0
03/12/2024;Kentang Goreng Ori Bu Poetoe;6;0
03/12/2024;Pisang Coklat Bu Mud;5;0
03/12/2024;Pisang Gembung Mbak Sabil;7;0
03/12/2024;Puding Mas Rian;4;0
03/12/2024;Risol Bu Poetoe;10;0
03/12/2024;Tahu Mercon Bu Mud;13;0
04/12/2024;All Variant Roti Coklat Bu Irene;1;0
04/12/2024;All Variant Roti Sosis Bu Irene;5;0
04/12/2024;Pisang Coklat Bu Mud;1;0
04/12/2024;Pisang Gembung Mbak Sabil;4;0
04/12/2024;Puding Mas Rian;4;0
04/12/2024;Risol Bu Poetoe;10;0
04/12/2024;Risol Rogout Bu Mud;3;0
04/12/2024;Tahu Mercon Bu Mud;13;0
04/12/2024;Tempura Bu Poetoe;10;0
05/12/2024;All Variant Roti Sosis Bu Irene;2;0
05/12/2024;Krim Coklat Vanilla II Sari Roti;1;0
05/12/2024;Martabak Bu Mud;4;0
05/12/2024;Pisang Coklat Bu Mud;5;0
05/12/2024;Puding Mas Rian;7;0
05/12/2024;Risol Bu Poetoe;1;0
05/12/2024;Risol Rogout Bu Mud;1;0
05/12/2024;Sand CKT II Sari Roti;8;0
05/12/2024;Sand Srky Mdn II Sari Roti;1;0
05/12/2024;Sandzup Ckl Sari Roti;2;0
05/12/2024;Tahu Mercon Bu Mud;4;0
05/12/2024;Tempura Bu Poetoe;5;0
05/12/2024;Zuper Krim Ckt Sari Roti;1;0
05/12/2024;Zuper Krim Keju Sari Roti;1;0
05/12/2024;Zuper Krim Moka Sari Roti;2;0
06/12/2024;Kentang Goreng Ori Bu Poetoe;8;0
06/12/2024;Puding Mas Rian;6;0
06/12/2024;Risol Bu Poetoe;12;0
09/12/2024;All Variant Roti Coklat Bu Irene;4;1
09/12/2024;All Variant Roti Sosis Bu Irene;4;1
09/12/2024;Basreng Pak Eko;80;1
09/12/2024;Kerupuk Iteng Pak Eko;40;1
09/12/2024;Kerupuk Kaca Pak Eko;150;1
09/12/2024;Kerupuk Palembang Pak Eko;40;1
09/12/2024;Manisan Mangga Pak Edi;5;1
09/12/2024;Mentai Mbak Nasya12;10;1
09/12/2024;Pisang Gembung Mbak Sabil;12;1
09/12/2024;Puding Mas Rian;20;1
09/12/2024;Risol Bu Poetoe;25;1
09/12/2024;Roti Bakar Bu Yuni;8;1
09/12/2024;Sand CKT II Sari Roti;5;1
09/12/2024;Sosis Bu Win;10;1
09/12/2024;Spicy Roll Mbak Keyla;22;1
09/12/2024;Steam Boot Mbak Cece;11;1
09/12/2024;Tempura Bu Poetoe;20;1
09/12/2024;Zuper Krim Ckt Sari Roti;2;1
09/12/2024;Zuper Krim Keju Sari Roti;1;1
09/12/2024;Zuper Krim Moka Sari Roti;3;1
10/12/2024;All Variant Roti Coklat Bu Irene;4;1
10/12/2024;All Variant Roti Sosis Bu Irene;6;1
10/12/2024;Basreng Pak Eko;80;1
10/12/2024;Kerupuk Palembang Pak Eko;40;1
10/12/2024;Kerupuk Usus Bu Indah;25;1
10/12/2024;Makaroni Besar Bu Indah;25;1
10/12/2024;Manisan Mangga Pak Edi;10;1
10/12/2024;Mentai Mbak Nasya12;10;1
10/12/2024;Pisang Gembung Mbak Sabil;14;1
10/12/2024;Puding Mas Rian;23;1
10/12/2024;Ring Bu Indah;25;1
10/12/2024;Risol Bu Poetoe;30;1
10/12/2024;Roti Bakar Bu Yuni;8;1
10/12/2024;Sosis Bu Win;14;1
10/12/2024;Spicy Roll Mbak Keyla;36;1
10/12/2024;Spiral Bu Indah;25;1
10/12/2024;Steam Boot Mbak Cece;6;1
10/12/2024;Tempura Bu Poetoe;19;1
11/12/2024;All Variant Roti Coklat Bu Irene;3;1
11/12/2024;All Variant Roti Sosis Bu Irene;6;1
11/12/2024;Kentang Goreng Ori Bu Poetoe;17;1
11/12/2024;Martabak Bu Mud;5;1
11/12/2024;Mentai Mbak Nasya12;10;1
11/12/2024;Pisang Coklat Bu Mud;9;1
11/12/2024;Pisang Gembung Mbak Sabil;9;1
11/12/2024;Puding Mas Rian;9;1
11/12/2024;Risol Bu Poetoe;17;1
11/12/2024;Risol Rogout Bu Mud;4;1
11/12/2024;Roti Bakar Bu Yuni;1;1
11/12/2024;Salad Buah Bu Mud;4;1
11/12/2024;Sosis Bu Win;18;1
11/12/2024;Spicy Roll Mbak Keyla;22;1
11/12/2024;Tahu Mercon Bu Mud;43;1
12/12/2024;Kerupuk Iteng Pak Eko;80;1
12/12/2024;Martabak Bu Mud;8;1
12/12/2024;Mentai Mbak Nasya12;9;1
12/12/2024;Pisang Coklat Bu Mud;7;1
12/12/2024;Pisang Gembung Mbak Sabil;10;1
12/12/2024;Puding Mas Rian;18;1
12/12/2024;Risol Bu Poetoe;22;1
12/12/2024;Risol Rogout Bu Mud;3;1
12/12/2024;Roti Bakar Bu Yuni;8;1
12/12/2024;Sand CKT II Sari Roti;9;1
12/12/2024;Sand Keju II Sari Roti;1;1
12/12/2024;Sand Srky Mdn II Sari Roti;1;1
12/12/2024;Sosis Bu Win;11;1
12/12/2024;Spicy Roll Mbak Keyla;15;1
12/12/2024;Tahu Mercon Bu Mud;35;1
12/12/2024;Tempura Bu Poetoe;17;1
12/12/2024;Zuper Krim Ckt Sari Roti;3;1
12/12/2024;Zuper Krim Keju Sari Roti;1;1
12/12/2024;Zuper Krim Moka Sari Roti;3;1
13/12/2024;All Variant Roti Coklat Bu Irene;3;0
13/12/2024;All Variant Roti Sosis Bu Irene;9;0
13/12/2024;Basreng Pak Eko;130;0
13/12/2024;Kentang Goreng Ori Bu Poetoe;18;0
13/12/2024;Kerupuk Kaca Pak Eko;120;0
13/12/2024;Kerupuk Usus Bu Indah;50;0
13/12/2024;Makaroni Besar Bu Indah;65;0
13/12/2024;Manisan Mangga Pak Edi;5;0
13/12/2024;Martabak Bu Mud;8;0
13/12/2024;Mentai Mbak Nasya12;9;0
13/12/2024;Pisang Coklat Bu Mud;7;0
13/12/2024;Pisang Gembung Mbak Sabil;10;0
13/12/2024;Ring Bu Indah;15;0
13/12/2024;Risol Bu Poetoe;22;0
13/12/2024;Risol Rogout Bu Mud;3;0
13/12/2024;Sosis Bu Win;11;0
13/12/2024;Spicy Roll Mbak Keyla;19;0
13/12/2024;Tahu Mercon Bu Mud;35;0
13/12/2024;Tempura Bu Poetoe;17;0
16/12/2024;Dryk Choco Kcng Sari Roti;3;1
16/12/2024;Kentang Goreng Ori Bu Poetoe;19;1
16/12/2024;Krim Coklat Vanilla II Sari Roti;1;1
16/12/2024;Manisan Mangga Pak Edi;6;1
16/12/2024;Martabak Bu Mud;5;1
16/12/2024;Mentai Mbak Nasya12;10;1
16/12/2024;Pisang Coklat Bu Mud;4;1
16/12/2024;Risol Bu Poetoe;25;1
16/12/2024;Roti Bakar Bu Yuni;6;1
16/12/2024;Sand CKT II Sari Roti;5;1
16/12/2024;Sandzup Ckl Sari Roti;2;1
16/12/2024;Sosis Bu Win;10;1
16/12/2024;Spicy Roll Mbak Keyla;30;1
16/12/2024;Tahu Mercon Bu Mud;35;1
16/12/2024;Zuper Krim Ckt Sari Roti;1;1
16/12/2024;Zuper Krim Keju Sari Roti;3;1
17/12/2024;All Variant Roti Coklat Bu Irene;5;1
17/12/2024;All Variant Roti Sosis Bu Irene;9;1
17/12/2024;Kerupuk Kaca Pak Eko;70;1
17/12/2024;Kerupuk Palembang Pak Eko;60;1
17/12/2024;Martabak Bu Mud;7;1
17/12/2024;Pisang Coklat Bu Mud;8;1
17/12/2024;Pisang Gembung Mbak Sabil;15;1
17/12/2024;Risol Bu Poetoe;23;1
17/12/2024;Risol Rogout Bu Mud;5;1
17/12/2024;Roti Bakar Bu Yuni;5;1
17/12/2024;Sosis Bu Win;5;1
17/12/2024;Spicy Roll Mbak Keyla;27;1
17/12/2024;Tahu Mercon Bu Mud;33;1
17/12/2024;Tempura Bu Poetoe;18;1
18/12/2024;All Variant Roti Coklat Bu Irene;2;0
18/12/2024;All Variant Roti Sosis Bu Irene;7;0
18/12/2024;Kentang Goreng Ori Bu Poetoe;15;0
18/12/2024;Manisan Mangga Pak Edi;4;0
18/12/2024;Martabak Bu Mud;5;0
18/12/2024;Pisang Coklat Bu Mud;8;0
18/12/2024;Pisang Gembung Mbak Sabil;6;0
18/12/2024;Risol Bu Poetoe;13;0
18/12/2024;Risol Rogout Bu Mud;1;0
18/12/2024;Roti Bakar Bu Yuni;6;0
18/12/2024;Sosis Bu Win;7;0
18/12/2024;Spicy Roll Mbak Keyla;16;0
18/12/2024;Tahu Mercon Bu Mud;24;0
19/12/2024;All Variant Roti Coklat Bu Irene;2;0
19/12/2024;All Variant Roti Sosis Bu Irene;6;0
19/12/2024;Basreng Pak Eko;44;0
19/12/2024;Kerupuk Iteng Pak Eko;67;0
19/12/2024;Kerupuk Kaca Pak Eko;37;0
19/12/2024;Kerupuk Usus Bu Indah;25;0
19/12/2024;Krim Coklat Vanilla II Sari Roti;2;0
19/12/2024;Makaroni Besar Bu Indah;58;0
19/12/2024;Martabak Bu Mud;4;0
19/12/2024;Pisang Coklat Bu Mud;5;0
19/12/2024;Ring Bu Indah;13;0
19/12/2024;Risol Bu Poetoe;13;0
19/12/2024;Sand Bluberry II Sari Roti;1;0
19/12/2024;Sand CKT II Sari Roti;10;0
19/12/2024;Sand Kacang II Sari Roti;1;0
19/12/2024;Sand Mgr Klsk II Sari Roti;1;0
19/12/2024;Spiral Bu Indah;22;0
19/12/2024;Tahu Mercon Bu Mud;20;0
19/12/2024;Tempura Bu Poetoe;18;0
19/12/2024;Zuper Krim Ckt Sari Roti;3;0
19/12/2024;Zuper Krim Keju Sari Roti;1;0
